context_id	edge_id	protein_id	function_relation	inference_basis	evidence_snippet	source	source_version	fetch_date
rpi_function_37be165d0d01d169278f	rpi_7e30d499c8ce25ae	Q92667	splicing_regulation	keyword:splic	3723] ; Alternative splicing;Membrane;Mitochondrion;Mitochondrion	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_37c98649a35edc895a9a	rpi_cf01185a23035ee5	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3800611342e3424d055f	rpi_b332996cce414345	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_381f16a6d701385acd32	rpi_b2ccb4b810fcf591	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_387a59a4748b93570540	rpi_dbe702fcc99ef3fc	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_387bd4a7066354d19cfa	rpi_8f4a34db267e6538	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_38a7e2b8dab19701a3f6	rpi_96b79328fe3380b5	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_38e8cb5cfaf5ec7bf6b4	rpi_24154c2339bbab10	Q92667	splicing_regulation	keyword:splic	3723] ; Alternative splicing;Membrane;Mitochondrion;Mitochondrion	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_39d6b60726cbc22faa85	rpi_956b0082efdbed1a	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3a63c53c2b88a528ca7d	rpi_a612f37ac81d18de	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3acc8e6ce6b732050b66	rpi_f69830a93b2ec676	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3b96a52e637ad8894db0	rpi_d10ebeef36f5eadf	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3cf7dd72d8db2eca7a97	rpi_543e53a1e7d1fc93	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3e06128322b3431d2bef	rpi_68b787089a9b94cd	Q6P6C2	splicing_regulation	keyword:splic	equired for correct splicing and the production of longer 3'-UTR	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3e1db892c0981bc691de	rpi_9db4a40db331f501	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3ebd04cb8527fb39f731	rpi_e0fbabac4f1e0520	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3ec6201d194e49f1ddec	rpi_9b4119868a618f3f	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_3f4422690bf16a502a58	rpi_1a7c5647865f9766	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_40ea99796c2d2495dc43	rpi_aa86709aac3ee0f3	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_413497a11ef4ea8b3e6a	rpi_e1c11daa35c60cd5	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_413d070013c21483beae	rpi_80a1abf4bc05f011	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_414dbde738864ae0bf0e	rpi_13d0d1640d410b45	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_41c0c73aedf50319ee4d	rpi_b0490bf5b1bd7061	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_41e7d0a19b73f4f49ff2	rpi_9510b1e4542974fd	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_41ebd2673501f8d6ea38	rpi_96b79328fe3380b5	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_423943543a6cc0b7ac50	rpi_3ead655276290664	Q92667	splicing_regulation	keyword:splic	3723] ; Alternative splicing;Membrane;Mitochondrion;Mitochondrion	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_42d0c794c69fbc313b85	rpi_5269f0acd18ca0a6	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_43234525f08aa877ee00	rpi_1a7c5647865f9766	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4324c16e3a41fd3f7b93	rpi_3eba3b6e23eaaf3f	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_432f7437ed321b9b02ae	rpi_73b352b7f4442247	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_43817f3d5f92aa647b0e	rpi_9cd733943bca118b	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_445587a6a5960b9e2b77	rpi_92a3347d6ab231b5	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_44b76ce3ab03c4067545	rpi_8bf9f9a8105315ec	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_459bfa8681e39c751d1f	rpi_1797a9da69d671c8	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_463651e828ea14ff12ae	rpi_f630230becc453e8	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_465e2d30ace0456599cc	rpi_62bc264fcc2db1dd	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_467feda5983db2b05f12	rpi_31897a6be0358a30	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_46b766a8513d9ff1c37a	rpi_56d7efc4eed47503	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_47a22d12d28fe04140af	rpi_41da7f885293b6fb	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_484e05c627ac460d4c01	rpi_1bcec3c360dbd51c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4963dc433d34714f1cd0	rpi_06abcd22f76cae30	Q6P6C2	splicing_regulation	keyword:splic	equired for correct splicing and the production of longer 3'-UTR	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4ba873595cf26d640e53	rpi_6824a0034cbf00b3	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4c9cd20f097eb5f405fe	rpi_b0490bf5b1bd7061	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4d5fe68826b80f2d0001	rpi_f12e91df7bee961c	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4de97ef2fe79e67f285b	rpi_8082108859d5335b	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_4f48b0d1be371192a679	rpi_80c2b7b5837a822b	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_50a12399975dc4a9b2cd	rpi_e618e6d73f06dad6	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_524a547fe257daad5536	rpi_9be0f9b3b6710a5e	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_54204f8a9bfdeeada559	rpi_f4ceb21849acec93	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5441877c20a7dfd98208	rpi_6b77a22c2594c057	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_551d440c9dd86c85f3d3	rpi_65fa0d1a8cceffe3	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_55f66ecdca2282840c6c	rpi_fb8bc9db3994a44a	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5737d33cb09cee99f9cb	rpi_4df0054ab184b29f	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_57a8400b54ea3a6de724	rpi_e846251ac4571d16	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5865012c5704a125670c	rpi_5b411afe416d2cc6	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_586678c3f35cef94f08e	rpi_59192aeaa68f8e0d	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_58927d2c04fb03ff1850	rpi_6292c5492e23ccc4	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_589e3ccf8ce5cbd8f9e8	rpi_599aca44a688f45b	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_58ab0f0649c34f5752f9	rpi_ea73d4ab6290eab6	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_58de48b570bf8075961e	rpi_8fb4eff3cb831d89	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5919f3b68b647d6e734a	rpi_cb5c25e2e4302534	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5a048616b6fe4d0f96bc	rpi_440fb8542dad0f6b	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5a2fc34426727369f5a0	rpi_f84bf26032c52379	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5b24d041a0db9e9ae8e3	rpi_41da7f885293b6fb	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5b4bba5b79fd8a662554	rpi_d166fd4788beb0df	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5c857f682bde62696b79	rpi_52daf82524c8449c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5cd67ed2a169ce14055c	rpi_52b5964435b19390	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5d21299c5db6cb975114	rpi_1a7c5647865f9766	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5d59967de95de0dfee50	rpi_7843729c96bfe6f1	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5da16a6a61d5772b307c	rpi_5b411afe416d2cc6	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5dc17e03dd0805f30df3	rpi_147957298f194d00	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_5ed93867afa01971ed9e	rpi_e618e6d73f06dad6	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_600d1b4481190b5e3ee7	rpi_85101e8bc7cf6a5e	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6051a9627138f5c2ace0	rpi_0861913335e71416	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6268cf06c7c9796a1fb3	rpi_396289a51d684f3e	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6270fb8ebe496ed63528	rpi_d1b3b838f7956f42	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_62b9e15bf45629ae9e54	rpi_8fb4eff3cb831d89	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6316ac1a091f17250905	rpi_ff1aaec499d20467	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_63d875b13a1d8b7303d0	rpi_9cd733943bca118b	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_640a3a7f2569bb8dc40a	rpi_722b4f15c80c2879	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_643c9885a787e21b747d	rpi_96b79328fe3380b5	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_64c48b615f202a1188b0	rpi_aa86709aac3ee0f3	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_64dc2650cff4bfd402aa	rpi_d10ebeef36f5eadf	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_65864ef5a3e64d5ae76b	rpi_4a26daf75aea5efe	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_65d548a4d8b798a965cc	rpi_fb8bc9db3994a44a	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6646f272cd04316c5525	rpi_cf01185a23035ee5	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6657db454cefd02030a4	rpi_ff1aaec499d20467	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_66cff70093f0132fbec6	rpi_44155c48c7ec5b04	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6770872cec99a0d6ecb5	rpi_698b802b04d3b3ce	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_678b7398243de2ca9776	rpi_2f1a5726b68271ba	Q92667	splicing_regulation	keyword:splic	3723] ; Alternative splicing;Membrane;Mitochondrion;Mitochondrion	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6854702ccc9de67070ca	rpi_4def7d62e2ca265a	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_685ce91fb746048f8bbc	rpi_004323ce100a168b	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6977981c8370502b6f9a	rpi_9cd12934a2ceb539	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_69aaa1578b504b91ac1b	rpi_f105cf05b082c37e	Q13686	translation_regulation	keyword:translat	s as a regulator of translation initiation and elongation in respons	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_69e8283def1e3ff9aa4c	rpi_6f62798074dd27aa	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_69f0f87683ae42a70fef	rpi_fbbd2cff5a875a0b	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6a1faef5142bdd021aaa	rpi_b1d5c033fad4a85d	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6a63b172d0ca80b8b2e8	rpi_c4959e31b7af8924	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6ab131a51429b24805f0	rpi_42df163f77d9589d	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6b9fe48ce5731fc43809	rpi_44a651058a48fe53	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6c3e2546da7ef317b204	rpi_9510b1e4542974fd	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6ca1378729135302f79b	rpi_e49ba493a84ea7a9	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6d502a88bd95e8ed89b8	rpi_e52cfb036824c65f	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6f031dda802aa8b86711	rpi_42df163f77d9589d	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6f23eb9c502ec5f2316d	rpi_a1b9d1ce34a3a060	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_6ff1ad492fbf26fcb8a8	rpi_123ee896ec97ed47	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_70c1a0d3472c6634a07e	rpi_9cd12934a2ceb539	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_72672caf7561de84448a	rpi_981b9089eb3bf568	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_72d144734ee536a3f3bf	rpi_620cd127d7befab4	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_739117e84b8424bd8dc0	rpi_e402240ed1ef1e55	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7391d6c4cce9f1461972	rpi_7d90633def915690	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_73e3990c797ef7ccdf5e	rpi_0d85b819d683c75f	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_743032948ae1203d1e4f	rpi_ce36cc17a67b7406	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
