biomarker_id	biomarker_type	disease_id	target_id	source	evidence_class	fetch_date
NCBIGene:4284	gene_biomarker	MONDO:0014110	NCBIGene:4284	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3845	gene_biomarker	MONDO:0014112	NCBIGene:3845	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5604	gene_biomarker	MONDO:0014113	NCBIGene:5604	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55687	gene_biomarker	MONDO:0010799	NCBIGene:55687	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55687	gene_biomarker	MONDO:0010799	NCBIGene:55687	HPO_annotations	bridge_only	2026-06-29
NCBIGene:79719	gene_biomarker	MONDO:0007858	NCBIGene:79719	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1311	gene_biomarker	MONDO:0008322	NCBIGene:1311	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5605	gene_biomarker	MONDO:0014114	NCBIGene:5605	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6305	gene_biomarker	MONDO:0014117	NCBIGene:6305	HPO_annotations	bridge_only	2026-06-29
NCBIGene:682	gene_biomarker	MONDO:0020617	NCBIGene:682	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1615	gene_biomarker	MONDO:0014115	NCBIGene:1615	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3800	gene_biomarker	MONDO:0014116	NCBIGene:3800	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11041	gene_biomarker	MONDO:0014120	NCBIGene:11041	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11311	gene_biomarker	MONDO:0014118	NCBIGene:11311	HPO_annotations	bridge_only	2026-06-29
NCBIGene:113179	gene_biomarker	MONDO:0014119	NCBIGene:113179	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6901	gene_biomarker	MONDO:0010543	NCBIGene:6901	HPO_annotations	bridge_only	2026-06-29
NCBIGene:29958	gene_biomarker	MONDO:0011610	NCBIGene:29958	HPO_annotations	bridge_only	2026-06-29
NCBIGene:57609	gene_biomarker	MONDO:0007634	NCBIGene:57609	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6654	gene_biomarker	MONDO:0007609	NCBIGene:6654	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1491	gene_biomarker	MONDO:0009058	NCBIGene:1491	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23299	gene_biomarker	MONDO:0014121	NCBIGene:23299	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1436	gene_biomarker	MONDO:0800027	NCBIGene:1436	HPO_annotations	bridge_only	2026-06-29
NCBIGene:92749	gene_biomarker	MONDO:0014123	NCBIGene:92749	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4854	gene_biomarker	MONDO:0014122	NCBIGene:4854	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8200	gene_biomarker	MONDO:0014125	NCBIGene:8200	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2694	gene_biomarker	MONDO:0009852	NCBIGene:2694	HPO_annotations	bridge_only	2026-06-29
NCBIGene:285203	gene_biomarker	MONDO:0014124	NCBIGene:285203	HPO_annotations	bridge_only	2026-06-29
NCBIGene:859	gene_biomarker	MONDO:0007402	NCBIGene:859	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1756	gene_biomarker	MONDO:0010542	NCBIGene:1756	HPO_annotations	bridge_only	2026-06-29
NCBIGene:54101	gene_biomarker	MONDO:0009901	NCBIGene:54101	HPO_annotations	bridge_only	2026-06-29
NCBIGene:58495	gene_biomarker	MONDO:0007378	NCBIGene:58495	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7273	gene_biomarker	MONDO:0012714	NCBIGene:7273	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4893	gene_biomarker	MONDO:0008093	NCBIGene:4893	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3265	gene_biomarker	MONDO:0008093	NCBIGene:3265	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2261	gene_biomarker	MONDO:0008093	NCBIGene:2261	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5290	gene_biomarker	MONDO:0008093	NCBIGene:5290	HPO_annotations	bridge_only	2026-06-29
NCBIGene:64132	gene_biomarker	MONDO:0011604	NCBIGene:64132	HPO_annotations	bridge_only	2026-06-29
NCBIGene:658	gene_biomarker	MONDO:0007216	NCBIGene:658	HPO_annotations	bridge_only	2026-06-29
NCBIGene:650	gene_biomarker	MONDO:0007216	NCBIGene:650	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8200	gene_biomarker	MONDO:0007216	NCBIGene:8200	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10020	gene_biomarker	MONDO:0011603	NCBIGene:10020	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6448	gene_biomarker	MONDO:0009655	NCBIGene:6448	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10564	gene_biomarker	MONDO:0011966	NCBIGene:10564	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5396	gene_biomarker	MONDO:0008740	NCBIGene:5396	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1798	gene_biomarker	MONDO:0011964	NCBIGene:1798	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51259	gene_biomarker	MONDO:0011963	NCBIGene:51259	HPO_annotations	bridge_only	2026-06-29
NCBIGene:56623	gene_biomarker	MONDO:0008944	NCBIGene:56623	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4023	gene_biomarker	MONDO:0009387	NCBIGene:4023	HPO_annotations	bridge_only	2026-06-29
NCBIGene:959	gene_biomarker	MONDO:0010626	NCBIGene:959	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1950	gene_biomarker	MONDO:0012717	NCBIGene:1950	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6442	gene_biomarker	MONDO:0011968	NCBIGene:6442	HPO_annotations	bridge_only	2026-06-29
NCBIGene:56945	gene_biomarker	MONDO:0012718	NCBIGene:56945	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10165	gene_biomarker	MONDO:0011601	NCBIGene:10165	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1294	gene_biomarker	MONDO:0009179	NCBIGene:1294	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5660	gene_biomarker	MONDO:0012719	NCBIGene:5660	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5660	gene_biomarker	MONDO:0012720	NCBIGene:5660	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4437	gene_biomarker	MONDO:0011962	NCBIGene:4437	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2956	gene_biomarker	MONDO:0011962	NCBIGene:2956	HPO_annotations	bridge_only	2026-06-29
NCBIGene:999	gene_biomarker	MONDO:0011962	NCBIGene:999	HPO_annotations	bridge_only	2026-06-29
NCBIGene:27030	gene_biomarker	MONDO:0011962	NCBIGene:27030	HPO_annotations	bridge_only	2026-06-29
NCBIGene:154881	gene_biomarker	MONDO:0012721	NCBIGene:154881	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4068	gene_biomarker	MONDO:0024551	NCBIGene:4068	HPO_annotations	bridge_only	2026-06-29
NCBIGene:331	gene_biomarker	MONDO:0024551	NCBIGene:331	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2312	gene_biomarker	MONDO:0011596	NCBIGene:2312	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7480	gene_biomarker	MONDO:0009157	NCBIGene:7480	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1145	gene_biomarker	MONDO:0011600	NCBIGene:1145	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2334	gene_biomarker	MONDO:0010659	NCBIGene:2334	HPO_annotations	bridge_only	2026-06-29
NCBIGene:24140	gene_biomarker	MONDO:0010660	NCBIGene:24140	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6928	gene_biomarker	MONDO:0007669	NCBIGene:6928	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3054	gene_biomarker	MONDO:0010657	NCBIGene:3054	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4625	gene_biomarker	MONDO:0009708	NCBIGene:4625	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4647	gene_biomarker	MONDO:0700087	NCBIGene:4647	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10083	gene_biomarker	MONDO:0700087	NCBIGene:10083	HPO_annotations	bridge_only	2026-06-29
NCBIGene:79955	gene_biomarker	MONDO:0010169	NCBIGene:79955	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7399	gene_biomarker	MONDO:0010169	NCBIGene:7399	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6331	gene_biomarker	MONDO:0007240	NCBIGene:6331	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7401	gene_biomarker	MONDO:0010170	NCBIGene:7401	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10083	gene_biomarker	MONDO:0010171	NCBIGene:10083	HPO_annotations	bridge_only	2026-06-29
NCBIGene:27316	gene_biomarker	MONDO:0010661	NCBIGene:27316	HPO_annotations	bridge_only	2026-06-29
NCBIGene:208	gene_biomarker	MONDO:0009416	NCBIGene:208	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2065	gene_biomarker	MONDO:8000011	NCBIGene:2065	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7291	gene_biomarker	MONDO:0008391	NCBIGene:7291	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4210	gene_biomarker	MONDO:0011959	NCBIGene:4210	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9294	gene_biomarker	MONDO:0012485	NCBIGene:9294	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3914	gene_biomarker	MONDO:0009180	NCBIGene:3914	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1308	gene_biomarker	MONDO:0009180	NCBIGene:1308	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1278	gene_biomarker	MONDO:0009159	NCBIGene:1278	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4609	gene_biomarker	MONDO:0007243	NCBIGene:4609	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8842	gene_biomarker	MONDO:0011957	NCBIGene:8842	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9968	gene_biomarker	MONDO:0010655	NCBIGene:9968	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3588	gene_biomarker	MONDO:0012488	NCBIGene:3588	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3459	gene_biomarker	MONDO:0012488	NCBIGene:3459	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3455	gene_biomarker	MONDO:0012488	NCBIGene:3455	HPO_annotations	bridge_only	2026-06-29
NCBIGene:80184	gene_biomarker	MONDO:0012723	NCBIGene:80184	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1413	gene_biomarker	MONDO:0012489	NCBIGene:1413	HPO_annotations	bridge_only	2026-06-29
NCBIGene:57010	gene_biomarker	MONDO:0012490	NCBIGene:57010	HPO_annotations	bridge_only	2026-06-29
NCBIGene:162417	gene_biomarker	MONDO:0009377	NCBIGene:162417	HPO_annotations	bridge_only	2026-06-29
NCBIGene:128178	gene_biomarker	MONDO:0007509	NCBIGene:128178	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10913	gene_biomarker	MONDO:0007509	NCBIGene:10913	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2993	gene_biomarker	MONDO:0020616	NCBIGene:2993	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51360	gene_biomarker	MONDO:0100213	NCBIGene:51360	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2324	gene_biomarker	MONDO:0007919	NCBIGene:2324	HPO_annotations	bridge_only	2026-06-29
NCBIGene:91662	gene_biomarker	MONDO:0012724	NCBIGene:91662	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23096	gene_biomarker	MONDO:0010656	NCBIGene:23096	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2799	gene_biomarker	MONDO:0009658	NCBIGene:2799	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10084	gene_biomarker	MONDO:0010653	NCBIGene:10084	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5339	gene_biomarker	MONDO:0009181	NCBIGene:5339	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2521	gene_biomarker	MONDO:0011951	NCBIGene:2521	HPO_annotations	bridge_only	2026-06-29
NCBIGene:348	gene_biomarker	MONDO:0012725	NCBIGene:348	HPO_annotations	bridge_only	2026-06-29
NCBIGene:54187	gene_biomarker	MONDO:0012495	NCBIGene:54187	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1282	gene_biomarker	MONDO:0012726	NCBIGene:1282	HPO_annotations	bridge_only	2026-06-29
NCBIGene:284058	gene_biomarker	MONDO:0012496	NCBIGene:284058	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2779	gene_biomarker	MONDO:0012497	NCBIGene:2779	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6010	gene_biomarker	MONDO:0012498	NCBIGene:6010	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6556	gene_biomarker	MONDO:0012499	NCBIGene:6556	HPO_annotations	bridge_only	2026-06-29
NCBIGene:60506	gene_biomarker	MONDO:0010690	NCBIGene:60506	HPO_annotations	bridge_only	2026-06-29
NCBIGene:138050	gene_biomarker	MONDO:0009657	NCBIGene:138050	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23171	gene_biomarker	MONDO:0012728	NCBIGene:23171	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11277	gene_biomarker	MONDO:0012500	NCBIGene:11277	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1855	gene_biomarker	MONDO:0024455	NCBIGene:1855	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7474	gene_biomarker	MONDO:0024455	NCBIGene:7474	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5903	gene_biomarker	MONDO:0011953	NCBIGene:5903	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2034	gene_biomarker	MONDO:0012729	NCBIGene:2034	HPO_annotations	bridge_only	2026-06-29
NCBIGene:337	gene_biomarker	MONDO:0976234	NCBIGene:337	HPO_annotations	bridge_only	2026-06-29
NCBIGene:54809	gene_biomarker	MONDO:0012502	NCBIGene:54809	HPO_annotations	bridge_only	2026-06-29
NCBIGene:170302	gene_biomarker	MONDO:0010654	NCBIGene:170302	HPO_annotations	bridge_only	2026-06-29
NCBIGene:27445	gene_biomarker	MONDO:0011948	NCBIGene:27445	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1373	gene_biomarker	MONDO:0009376	NCBIGene:1373	HPO_annotations	bridge_only	2026-06-29
NCBIGene:59	gene_biomarker	MONDO:0012730	NCBIGene:59	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4669	gene_biomarker	MONDO:0009656	NCBIGene:4669	HPO_annotations	bridge_only	2026-06-29
NCBIGene:60678	gene_biomarker	MONDO:0976233	NCBIGene:60678	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7818	gene_biomarker	MONDO:0976232	NCBIGene:7818	HPO_annotations	bridge_only	2026-06-29
NCBIGene:144577	gene_biomarker	MONDO:0976231	NCBIGene:144577	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3852	gene_biomarker	MONDO:0012258	NCBIGene:3852	HPO_annotations	bridge_only	2026-06-29
NCBIGene:168667	gene_biomarker	MONDO:0011946	NCBIGene:168667	HPO_annotations	bridge_only	2026-06-29
NCBIGene:773	gene_biomarker	MONDO:0008457	NCBIGene:773	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2643	gene_biomarker	MONDO:0007495	NCBIGene:2643	HPO_annotations	bridge_only	2026-06-29
NCBIGene:26128	gene_biomarker	MONDO:0012280	NCBIGene:26128	HPO_annotations	bridge_only	2026-06-29
NCBIGene:80308	gene_biomarker	MONDO:0009703	NCBIGene:80308	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5961	gene_biomarker	MONDO:0011974	NCBIGene:5961	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6094	gene_biomarker	MONDO:0011974	NCBIGene:6094	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55811	gene_biomarker	MONDO:0007748	NCBIGene:55811	HPO_annotations	bridge_only	2026-06-29
NCBIGene:126792	gene_biomarker	MONDO:0012282	NCBIGene:126792	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5376	gene_biomarker	MONDO:0008392	NCBIGene:5376	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4359	gene_biomarker	MONDO:0008392	NCBIGene:4359	HPO_annotations	bridge_only	2026-06-29
NCBIGene:478	gene_biomarker	MONDO:0007496	NCBIGene:478	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9401	gene_biomarker	MONDO:0016369	NCBIGene:9401	HPO_annotations	bridge_only	2026-06-29
NCBIGene:727897	gene_biomarker	MONDO:0800497	NCBIGene:727897	HPO_annotations	bridge_only	2026-06-29
NCBIGene:729238	gene_biomarker	MONDO:0800497	NCBIGene:729238	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6440	gene_biomarker	MONDO:0800497	NCBIGene:6440	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7015	gene_biomarker	MONDO:0800497	NCBIGene:7015	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7012	gene_biomarker	MONDO:0800497	NCBIGene:7012	HPO_annotations	bridge_only	2026-06-29
NCBIGene:89910	gene_biomarker	MONDO:0009485	NCBIGene:89910	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6311	gene_biomarker	MONDO:0008458	NCBIGene:6311	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1135	gene_biomarker	MONDO:0012474	NCBIGene:1135	HPO_annotations	bridge_only	2026-06-29
NCBIGene:169522	gene_biomarker	MONDO:0012475	NCBIGene:169522	HPO_annotations	bridge_only	2026-06-29
NCBIGene:547	gene_biomarker	MONDO:0700307	NCBIGene:547	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1286	gene_biomarker	MONDO:0007709	NCBIGene:1286	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5133	gene_biomarker	MONDO:0975847	NCBIGene:5133	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23020	gene_biomarker	MONDO:0012477	NCBIGene:23020	HPO_annotations	bridge_only	2026-06-29
NCBIGene:84690	gene_biomarker	MONDO:0975843	NCBIGene:84690	HPO_annotations	bridge_only	2026-06-29
NCBIGene:84690	gene_biomarker	MONDO:0975842	NCBIGene:84690	HPO_annotations	bridge_only	2026-06-29
NCBIGene:771	gene_biomarker	MONDO:0007747	NCBIGene:771	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11155	gene_biomarker	MONDO:0012277	NCBIGene:11155	HPO_annotations	bridge_only	2026-06-29
NCBIGene:25778	gene_biomarker	MONDO:0010046	NCBIGene:25778	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7780	gene_biomarker	MONDO:0011973	NCBIGene:7780	HPO_annotations	bridge_only	2026-06-29
NCBIGene:64324	gene_biomarker	MONDO:0019349	NCBIGene:64324	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6521	gene_biomarker	MONDO:0008368	NCBIGene:6521	HPO_annotations	bridge_only	2026-06-29
NCBIGene:336	gene_biomarker	MONDO:0007750	NCBIGene:336	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10842	gene_biomarker	MONDO:0007750	NCBIGene:10842	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2053	gene_biomarker	MONDO:0007750	NCBIGene:2053	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3949	gene_biomarker	MONDO:0007750	NCBIGene:3949	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2690	gene_biomarker	MONDO:0007750	NCBIGene:2690	HPO_annotations	bridge_only	2026-06-29
NCBIGene:129607	gene_biomarker	MONDO:0975875	NCBIGene:129607	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51398	gene_biomarker	MONDO:0975877	NCBIGene:51398	HPO_annotations	bridge_only	2026-06-29
